ckd_soft,diabetes_soft,heart_soft,mean_soft
0.5355884,0.2843392211760498,0.6020937423473316,0.4740071211744605
0.51378566,0.1436138101838225,0.0782192759274102,0.24520624870374422
0.5192296,0.5355791463000228,0.3882666846857444,0.48102514366192234
0.57424176,0.0954939651079605,0.1274845301490131,0.2657400850856579
0.3947618,0.0566291951072492,0.1109294525973037,0.18744014923485097
0.4983001,0.58667529749519,0.7984292493204044,0.6278015489385315
0.4968446,0.0762274226347065,0.0753471723687884,0.21613973166783165
0.45462865,0.587133389366885,0.4910350491606812,0.5109323628425221
0.44481096,0.744843643950107,0.4509933778538531,0.5468826606013201
0.57839954,0.1499433859481499,0.1026165657835923,0.27698649724391405
0.65098244,0.0616857468938537,0.1164999796050195,0.27638938883295777
0.6159612,0.1445461134464954,0.6626851704030031,0.4743974946164995
0.50100315,0.9145318660271288,0.0960568226889416,0.5038639462386901
0.5432845,0.947821271681654,0.7300554228922168,0.7403870648579569
0.5556732,0.0793020371904611,0.071896049283549,0.23562376215800337
0.5664533,0.4464627602184896,0.1311817687916947,0.3813659430033948
0.54086524,0.375494422304342,0.5932017579775044,0.5031871400939488
0.49591175,0.2499735275087015,0.3302121911913169,0.3586991562333395
0.61667854,0.980558607179199,0.0411012808226054,0.5461128093339348
0.5440523,0.0852882289836211,0.0540229363339739,0.22778782177253168
0.50548047,0.5216830832132529,0.4322369582757768,0.48646683716300987
0.6474073,0.7862021711467987,0.6094256619236232,0.681011711023474
0.61316293,0.638249335225419,0.2634059187029988,0.5049393946428059
0.5876328,0.4130356417477375,0.0782508965590009,0.35963977943557945
0.6258807,0.8128201709023126,0.5642048180808473,0.6676352296610534
0.43917656,0.4899271994415842,0.5753930008167797,0.5014989200861213
0.5713005,0.4956260197855181,0.6512779540944353,0.5727348246266512
0.62534344,0.4465925113717489,0.2610260287765853,0.4443206600494447
0.5643097,0.6749249686179638,0.5706653602694547,0.6033000096291395
0.516002,0.4861940749108397,0.7310497428840163,0.5777486059316187
0.54751635,0.3594640097581518,0.2383926699143987,0.3817910098908502
0.6077567,0.4814209491164922,0.5866616424756282,0.5586130971973735
0.4552438,0.5383723472685885,0.1285751586691786,0.37406376864592233
0.47597316,0.2485593917646776,0.6685425300679358,0.46435836061087116
0.4565529,0.0292975651048547,0.4222087914467924,0.30268641885054903
0.66459316,0.634093217755097,0.2336548701286458,0.5107804159612476
0.62069523,0.0643529833391955,0.8695026870373035,0.518183633458833
0.38395372,0.2242515108670605,0.4666541899017572,0.35828647358960586
0.502973,0.1830082979515841,0.2016513151646507,0.29587753770541164
0.5588357,0.8214038624576806,0.3863073321933009,0.5888489648836605
0.55093575,0.0492591655152234,0.0394828528441414,0.2132259227864549
0.5516695,0.9717076358548152,0.8898482640745288,0.8044084666431147
0.6162064,0.8735640737211027,0.1475941722751703,0.5457882153320911
0.47490898,0.6025794992681505,0.7785977633260859,0.6186954141980788
0.55812746,0.2428301398409085,0.4627189192103998,0.42122550635043615
0.605468,0.6639785490863057,0.0300966067280924,0.43318105193813267
0.5028125,0.6446584938900632,0.400417518298254,0.5159628373961058
0.58489037,0.5058897747035911,0.4805216316570508,0.5237672587868806
0.6409725,0.7492314799711537,0.1143886901058079,0.5015308900256539
0.4780129,0.3371747974947804,0.7618787100727472,0.5256888025225092
0.44513655,0.1203072425843549,0.104975634062383,0.22347314221557932
0.65240544,0.2027005349734784,0.3492924844720478,0.4014661531485087
0.5308603,0.5479940991254688,0.7495005627613324,0.6094516539622671
0.5997139,0.5817993615774598,0.6334256925622904,0.6049796513799168
0.43644464,0.8266438362189744,0.1667877437897749,0.47662540666958314
0.5907828,0.2268884387531129,0.5682097438222791,0.46196032752513067
0.55022717,0.4536020271899561,0.5692599128617375,0.5243630366838978
0.61043954,0.3251406765409256,0.1145195602080103,0.350033258916312
0.44646123,0.3947548555346427,0.1452455429090938,0.3288205428145788
0.6297419,0.4987560814882422,0.7785977633260859,0.635698581604776
0.49027538,0.6207202768644325,0.0630251381433393,0.3913402650025906
0.629843,0.8866035233260663,0.416645398857587,0.6443639740612177
